iter	MultiClass
187	0.1884706762
188	0.1877356879
189	0.1870041123
190	0.1857774096
191	0.1850853446
192	0.1840481582
193	0.1838568934
194	0.1833099258
195	0.1821551379
196	0.1817105482
197	0.1804546088
198	0.1796366342
199	0.1785442095
200	0.1779050737
201	0.1773167589
202	0.1771535833
203	0.1762809479
204	0.1749130263
205	0.1738889911
206	0.1727824603
207	0.1718323595
208	0.1706354396
209	0.1704682566
210	0.1689201274
211	0.1684667015
212	0.1678552619
213	0.167730864
214	0.1671187029
215	0.16672054
216	0.1656683445
217	0.1653775937
218	0.1647399583
219	0.1639142916
220	0.1627343826
221	0.1621537205
222	0.1608850365
223	0.1602806063
224	0.1599305611
225	0.159644374
226	0.1593593674
227	0.1592448092
228	0.1587567737
229	0.158461928
230	0.1577914611
231	0.1571958747
232	0.1566246617
233	0.1556373598
234	0.1549080235
235	0.1544971491
236	0.154210362
237	0.1529671482
238	0.1520775411
239	0.1519754994
240	0.1513796935
241	0.1504423404
242	0.1499636793
243	0.1488385371
244	0.1484038449
245	0.1478365748
246	0.1471395759
247	0.1462638506
248	0.1460477887
249	0.1453469097
250	0.1449482904
251	0.1448749178
252	0.1444916577
253	0.1441811133
254	0.1437743125
255	0.1433581909
256	0.1427827313
257	0.1422764034
258	0.1416790745
259	0.1413302192
260	0.1410102913
261	0.1404287361
262	0.1402435604
263	0.1399346401
264	0.1390715928
265	0.138386798
266	0.1381800881
267	0.1376255285
268	0.1370525287
269	0.1360546939
270	0.1354618249
271	0.1351416007
272	0.1344912823
273	0.1340889128
274	0.1333438461
275	0.1326859587
276	0.1319810939
277	0.1319134222
278	0.1313687664
279	0.1307868304
280	0.1298930759
281	0.1293084185
282	0.1287589155
283	0.1287067638
284	0.1283724556
285	0.1276819744
286	0.1272227819
287	0.1270292492
288	0.1264340602
289	0.1263010513
290	0.1259272559
291	0.1250897843
292	0.1247961097
293	0.1240641752
294	0.123705235
295	0.1236298573
296	0.1232854879
297	0.1227748234
298	0.1227146841
299	0.1224442818
300	0.122010262
301	0.1214621723
302	0.1210110146
303	0.1204793681
304	0.1201569049
305	0.1198394271
306	0.1193903674
307	0.1191230713
308	0.1186164466
309	0.1182281089
310	0.1177226
311	0.1172288893
312	0.1168973165
313	0.116560886
314	0.116215613
315	0.1160123989
316	0.1157544289
317	0.1155487519
318	0.1154259207
319	0.1148534494
320	0.1144064955
321	0.1142484052
322	0.11414682
323	0.1137926195
324	0.1135681827
325	0.1133181209
326	0.1129486648
327	0.1122645325
328	0.1118277892
329	0.1117719696
330	0.1114097357
331	0.1113709393
332	0.1110228519
333	0.1109795409
334	0.1107037972
335	0.1105606839
336	0.1101356099
337	0.1098058323
338	0.1095832377
339	0.1094662227
340	0.1087252982
341	0.1086765645
342	0.1084324488
343	0.108033789
344	0.1079866836
345	0.1076221041
346	0.1073938329
347	0.1071826706
348	0.1065397944
349	0.106341247
350	0.1061716416
351	0.1056720722
352	0.1053779508
353	0.1050294254
354	0.1047581786
355	0.1044775591
356	0.1042682769
357	0.1040085513
358	0.1037304074
359	0.103554497
360	0.1031425131
361	0.1029661062
362	0.1026265932
363	0.1024794801
364	0.1024189144
365	0.1021274078
366	0.1019433533
367	0.1017682265
368	0.1016108558
369	0.1014378667
370	0.1011391967
371	0.1008952997
372	0.1007903818
373	0.1003085428
374	0.09992242937
375	0.09988971996
376	0.09944279947
377	0.09931744976
378	0.09915995873
379	0.09897593858
380	0.09875120459
381	0.09868416037
382	0.09856385487
383	0.0978585995
384	0.09764800911
385	0.09733348976
386	0.09717883524
387	0.09693944943
388	0.09653119862
389	0.09618606891
390	0.09601730883
391	0.09576604604
392	0.09526324064
393	0.09500181806
394	0.09459233353
395	0.09443671476
396	0.09429743399
397	0.09411357874
398	0.09354198652
399	0.09324664948
400	0.09312633594
401	0.09276414551
402	0.09242254564
403	0.09220862431
404	0.09187934674
405	0.09166752857
406	0.09163340826
407	0.09126953057
408	0.09090109671
409	0.09077956675
410	0.09060987481
411	0.09046397951
412	0.09002331574
413	0.08983300887
414	0.08962956965
415	0.0894885811
416	0.0892841861
417	0.08919865745
418	0.08879040461
419	0.08849161548
420	0.08817043546
421	0.08805018642
422	0.08789983042
423	0.08786638827
424	0.08752621029
425	0.08731890231
426	0.08719288894
427	0.08705811947
428	0.08689290197
429	0.08669144994
430	0.0865559957
431	0.08650774832
432	0.08632837274
433	0.08616281129
434	0.08602652665
435	0.08588830829
436	0.0856688995
437	0.08564419121
438	0.08551400362
439	0.08533952445
440	0.08526534767
441	0.08519013946
442	0.08495894089
443	0.08478299938
444	0.08442844278
445	0.08406140051
446	0.08400553103
447	0.08388788685
448	0.0836610746
449	0.08321001563
450	0.08292072575
451	0.08277444478
452	0.0826493813
453	0.08245837007
454	0.08222392309
455	0.08209062268
456	0.08193819562
457	0.08165309321
458	0.08152901355
459	0.08118022319
460	0.08110618866
461	0.08107783403
462	0.0809121373
463	0.08061912648
464	0.08028878837
465	0.08019518075
466	0.07999648839
467	0.07997980063
468	0.07994673821
469	0.07946828064
470	0.07931817143
471	0.07928903473
472	0.07912667228
473	0.07901673945
474	0.07887338794
475	0.07878234446
476	0.07851300023
477	0.07833155634
478	0.07827076986
479	0.07804610898
480	0.07788740894
481	0.077523932
482	0.07732719602
483	0.07720647897
484	0.07717988612
485	0.07683439422
486	0.07646665638
487	0.0762572737
488	0.07581931158
489	0.07567161911
490	0.07557263388
491	0.07544654121
492	0.07510736933
493	0.07484616966
494	0.07467257743
495	0.07446316325
496	0.07436424332
497	0.07411867109
498	0.07400587819
499	0.07396263505
500	0.07376972181
501	0.07353340735
502	0.0733390612
503	0.07329256592
504	0.07315795021
505	0.07313555013
506	0.07303787843
507	0.07300915013
508	0.07292637541
509	0.07273649518
510	0.07257071498
511	0.07241035349
512	0.07218527572
513	0.07207009532
514	0.07181548406
515	0.07166834905
516	0.07152266489
517	0.07136205558
518	0.07127118983
519	0.07122145149
520	0.07109383024
521	0.07095758472
522	0.07083564
523	0.07062399615
524	0.07038656955
525	0.07036161856
526	0.07022865501
527	0.0701564473
528	0.07005737088
529	0.06993147881
530	0.06982575434
531	0.06963552165
532	0.06955184778
533	0.06950533367
534	0.06937699263
535	0.06925490712
536	0.06911330025
537	0.06885925136
538	0.068544934
539	0.06845463113
540	0.06810504985
541	0.06807869158
542	0.06791328165
543	0.06774121855
544	0.06758315209
545	0.06743705556
546	0.06735748848
547	0.06729685918
548	0.06717067206
549	0.06700881427
550	0.06679523823
551	0.06664712438
552	0.0664328962
553	0.06635631278
554	0.06619663022
555	0.06607000218
556	0.06593019841
557	0.06578784518
558	0.06563144187
559	0.06551205315
560	0.06545275323
561	0.06540165817
562	0.06535764378
563	0.06527888177
564	0.06520622597
565	0.06516025629
566	0.0650580578
567	0.06488187472
568	0.06481109765
569	0.0647540969
570	0.0646637995
571	0.06448733976
572	0.06440658532
573	0.06436171633
574	0.06424689082
575	0.06410246712
576	0.0639917959
577	0.06382261883
578	0.06372106397
579	0.06364958985
580	0.06354722644
581	0.06343868279
582	0.06337137526
583	0.0632338016
584	0.06312216409
585	0.0630822685
586	0.062850346
587	0.06277686329
588	0.06245221517
589	0.06238218629
590	0.06231040942
591	0.06229867566
592	0.0622298001
593	0.06212658177
594	0.06200974344
595	0.06186078012
596	0.061710272
597	0.06169018879
598	0.06166817277
599	0.06157887742
600	0.061461517
601	0.06129343159
602	0.06122125802
603	0.06110600113
604	0.06093590122
605	0.06083580548
606	0.06073730186
607	0.06056993802
608	0.0605385824
609	0.06047340415
610	0.06029096207
611	0.06015820534
612	0.06007608811
613	0.05998518422
614	0.05985927126
615	0.05981817276
616	0.05971154179
617	0.05955021564
618	0.05953574848
619	0.05944576086
620	0.05937808313
621	0.05927783095
622	0.05905533055
623	0.05893199079
624	0.05886174155
625	0.05876293591
626	0.05868788597
627	0.05858844207
628	0.05850576459
629	0.05837047447
630	0.05824111527
631	0.05811736749
632	0.05798583094
633	0.05786874766
634	0.05767469758
635	0.05754359624
636	0.05751696941
637	0.05739075763
638	0.05729780633
639	0.05728714892
640	0.05723606276
641	0.05714727409
642	0.05704241083
643	0.05696392945
644	0.05680332516
645	0.05670849468
646	0.05659956793
647	0.05654265261
648	0.05652750695
649	0.05645697475
650	0.05628411384
651	0.05616322024
652	0.05606997498
653	0.05599892155
654	0.05598270845
655	0.0558971028
656	0.0557508047
657	0.0556742812
658	0.055500331
659	0.0553549627
660	0.05527300665
661	0.05522426242
662	0.05516200036
663	0.055029426
664	0.05500042814
665	0.0549062927
666	0.05482430772
667	0.05474020966
668	0.05468912765
669	0.05458130898
670	0.0544722935
671	0.05434784568
672	0.05425115133
673	0.05418343508
674	0.05404562168
675	0.05398365036
676	0.0538483177
677	0.05374459678
678	0.05365530333
679	0.05350822758
680	0.0534472191
681	0.05329773173
682	0.05315891553
683	0.05302741825
684	0.05296575491
685	0.05284684981
686	0.05274837176
687	0.05270522533
688	0.05257019712
689	0.05249425042
690	0.05247870285
691	0.05241752612
692	0.05227260573
693	0.05223119953
694	0.05204401438
695	0.05199837111
696	0.0519171896
697	0.0517650981
698	0.05174064458
699	0.05160563121
700	0.05147247604
701	0.05138914904
702	0.05135433631
703	0.05130699681
704	0.05116307626
705	0.05110171131
706	0.05088781875
707	0.05084064205
708	0.05078201726
709	0.05072248765
710	0.05066723769
711	0.05064869281
712	0.05057927948
713	0.05057005222
714	0.05051363743
715	0.05044752212
716	0.05039554202
717	0.05013297867
718	0.05010176502
719	0.05009062268
720	0.0500175141
721	0.04987975061
722	0.04976923284
723	0.04964568562
724	0.04955927912
725	0.04946426013
726	0.04939806792
727	0.04938901937
728	0.04933571807
729	0.04928882048
730	0.04925518496
731	0.04916185444
732	0.04913588881
733	0.04904291529
734	0.0488989239
735	0.04881513809
736	0.048736875
737	0.0486821378
738	0.0485557811
739	0.04848101948
740	0.04846260075
741	0.0484578464
742	0.04840537213
743	0.04834717683
744	0.04822257331
745	0.04814894135
746	0.04811616811
747	0.04810189666
748	0.04801718441
749	0.04800428886
750	0.04794193912
751	0.04788104998
752	0.04781093941
753	0.04774609948
754	0.04765507026
755	0.04754605487
756	0.04750578809
757	0.04747338992
758	0.04734877736
759	0.04732411611
760	0.04725005187
761	0.0471780997
762	0.04711125656
763	0.04702941714
764	0.0469430755
765	0.046929969
766	0.04687864414
767	0.04677289497
768	0.04666958798
769	0.04657910146
770	0.04651625524
771	0.0464618718
772	0.04635388746
773	0.04625905978
774	0.04620856363
775	0.04615176358
776	0.04613957231
777	0.04606296413
778	0.04592843949
779	0.04589557767
780	0.0458308363
781	0.0457379386
782	0.04570262894
783	0.04564443464
784	0.04560242428
785	0.04554920558
786	0.04546567973
787	0.04538146477
788	0.04530188243
789	0.04519382375
790	0.04507790211
791	0.04505501223
792	0.04504286913
793	0.04500274601
794	0.04499114191
795	0.04495015231
796	0.04488531243
797	0.04477948417
798	0.04460014377
799	0.04449070354
800	0.04446923144
801	0.0444221212
802	0.04438385618
803	0.04429165268
804	0.04423117307
805	0.04418125509
806	0.04417209825
807	0.04412860421
808	0.04407440235
809	0.04396786027
810	0.04385240454
811	0.04380880598
812	0.04376632743
813	0.04375738183
814	0.04362746066
815	0.04361360367
816	0.04353331321
817	0.04346392266
818	0.04341217876
819	0.04338235888
820	0.04333478443
821	0.04324677422
822	0.0431817347
823	0.04317102953
824	0.0430804427
825	0.04303677442
826	0.04298018251
827	0.04287995024
828	0.04287139949
829	0.04286263714
830	0.04278698918
831	0.04275592084
832	0.04267487875
833	0.04257509156
834	0.04251550896
835	0.04246501818
836	0.04237105646
837	0.04233284174
838	0.04232101911
839	0.04231451696
840	0.04225345586
841	0.04216319714
842	0.04206972779
843	0.04202278282
844	0.04197571333
845	0.04196697339
846	0.04186396386
847	0.04182234398
848	0.04176439568
849	0.04171913618
850	0.04167175164
851	0.04166233824
852	0.04158171127
853	0.04151277757
854	0.04148298328
855	0.04142970379
856	0.04136260882
857	0.04130648529
858	0.04124816047
859	0.0411694969
860	0.04112362449
861	0.04107306146
862	0.04100507769
863	0.04099561466
864	0.04092577431
865	0.04083208326
866	0.04082650014
867	0.04072765574
868	0.04064229713
869	0.04063249243
870	0.04056348023
871	0.04052438789
872	0.04043925529
873	0.04041053816
874	0.04036414358
875	0.04028749745
876	0.04022123978
877	0.04011096108
878	0.04001173466
879	0.03996572123
880	0.03995531925
881	0.03980858275
882	0.03971581114
883	0.03968340615
884	0.0396305369
885	0.03957501455
886	0.03953373332
887	0.03951757348
888	0.039421331
889	0.03937862587
890	0.03932519184
891	0.03928816466
892	0.03926112455
893	0.03921510114
894	0.03919497046
895	0.03910401538
896	0.03907449039
897	0.03900123457
898	0.03892291035
899	0.03888179142
900	0.03882779629
901	0.03877616781
902	0.03874206173
903	0.03871681379
904	0.03868313654
905	0.03860634122
906	0.03853889236
907	0.03849254896
908	0.03847767239
909	0.0384266836
910	0.03839241712
911	0.03829991383
912	0.0382279957
913	0.0381839817
914	0.03812965284
915	0.03808235707
916	0.03801982008
917	0.03801043166
918	0.03797081377
919	0.03789745104
920	0.03789180676
921	0.03788168362
922	0.03782080543
923	0.03774332609
924	0.03769358649
925	0.03763025991
926	0.03759135221
927	0.03753346986
928	0.03748162124
929	0.03743195861
930	0.03739636858
931	0.03733869665
932	0.03730990917
933	0.03720633692
934	0.03717818935
935	0.03710484763
936	0.03704287743
937	0.03702098692
938	0.03699738547
939	0.03693336501
940	0.03685878412
941	0.03683370077
942	0.03676174804
943	0.03674176678
944	0.03664307645
945	0.0366125684
946	0.03660200367
947	0.03656048645
948	0.03647207137
949	0.03638765306
950	0.03634188937
951	0.03630036093
952	0.03625687068
953	0.03619690207
954	0.03617041139
955	0.03612864395
956	0.03609802073
957	0.036072272
958	0.03604138108
959	0.03600001785
960	0.03592834556
961	0.0359175981
962	0.03585936502
963	0.03582018148
964	0.03572661643
965	0.03570473319
966	0.03565702862
967	0.03558984735
968	0.03554774349
969	0.03548252324
970	0.03544201847
971	0.03539460229
972	0.03526983007
973	0.03523769034
974	0.03519197499
975	0.0351302722
976	0.0350719092
977	0.03504359437
978	0.03498515288
979	0.03496878445
980	0.03490849678
981	0.03480237663
982	0.03473249501
983	0.03470434077
984	0.03467739129
985	0.03459892393
986	0.03450671557
987	0.03446194569
988	0.03444169973
989	0.0343951238
990	0.03438555743
991	0.0343087014
992	0.03422042528
993	0.03415251353
994	0.03410890096
995	0.03402465526
996	0.03398988588
997	0.03396310142
998	0.03391774832
999	0.03391281264
