aircompany,origen,destino,distancia,avion,con_escala,consumo_kg,duracion,ingresos,id_vuelo,mes
Airnar,Cincinnati,París,6370,Airbus A320,True,17293.37792,581,243697.21,Air_CiPa_11320,Jul23
PamPangea,Londres,Melbourne,16900,Airbus A380,True,213337.488,1326,1108164.13,Pam_LoMe_11380,Jul23
PamPangea,Ginebra,Bali,12383,Airbus A380,False,156030.7532,845,788245.98,Pam_GiBa_11380,Jul23
TabarAir,Nueva York,Roma,6877,Airbus A380,False,85857.96960000001,478,418500.38,Tab_NuRo_11380,Jul23
MoldaviAir,París,Bali,11980,Airbus A380,False,149567.904,818,764532.47,Mol_PaBa_11380,Jul23
Airnar,París,Bali,11980,Airbus A380,False,142643.464,818,735958.02,Air_PaBa_11380,Jul23
PamPangea,Ginebra,Bali,12383,Boeing 737,True,31294.3176,1140,429879.41,Pam_GiBa_10737,Jul23
MoldaviAir,Londres,Cádiz,1716,Airbus A380,False,19836.96,134,110709.3,Mol_LoCa_11380,Jul23
MoldaviAir,Bali,Cincinnati,15011,Boeing 737,True,38694.515184,1340,517439.79,Mol_BaCi_10737,Jul23
TabarAir,Londres,Nueva York,5566,Boeing 737,False,14877.918,442,194142.61,Tab_LoNu_10737,Jul23
PamPangea,Bali,Melbourne,2779,Airbus A380,False,33410.2496,205,172542.21,Pam_BaMe_11380,Jul23
MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,46553.55120000001,1483,623592.06,Mol_LoMe_10737,Jul23
MoldaviAir,Londres,Cádiz,1716,Airbus A320,False,4393.3032,144,65267.12,Mol_LoCa_11320,Jul23
MoldaviAir,Bali,Cincinnati,15011,Airbus A380,True,185882.293792,1200,942145.55,Mol_BaCi_11380,Jul23
Airnar,Bali,Ginebra,12383,Boeing 737,True,31607.26077600001,1140,428670.23,Air_BaGi_10737,Jul23
FlyQ,Roma,Barcelona,859,Airbus A380,False,9930.04,77,56528.09,Fly_RoBa_11380,Jul23
PamPangea,Nueva York,Londres,5566,Airbus A380,False,70777.25600000001,391,341602.97,Pam_NuLo_11380,Jul23
TabarAir,Los Angeles,Roma,10077,Airbus A320,True,28935.50088,850,399916.39,Tab_LoRo_11320,Jul23
FlyQ,Ginebra,Roma,698,Airbus A320,False,1909.6582,70,26999.79,Fly_GiRo_11320,Jul23
FlyQ,Cincinnati,Roma,7480,Airbus A380,False,89927.55200000001,518,482981.93,Fly_CiRo_11380,Jul23
PamPangea,Bali,Ginebra,12383,Airbus A380,False,147441.9044,845,791505.42,Pam_BaGi_11380,Jul23
TabarAir,Nueva York,Londres,5566,Boeing 747,False,61113.5668,391,319548.11,Tab_NuLo_10747,Jul23
MoldaviAir,Bali,Cincinnati,15011,Boeing 747,True,171410.488912,1200,891314.83,Mol_BaCi_10747,Jul23
MoldaviAir,Melbourne,París,16925,Airbus A380,True,221792.2408,1328,1068792.63,Mol_MePa_11380,Jul23
TabarAir,Los Angeles,Nueva York,3944,Airbus A320,False,10691.3952,305,149802.28,Tab_LoNu_11320,Jul23
FlyQ,Nueva York,Bali,16589,Airbus A380,True,205422.781408,1305,1088432.98,Fly_NuBa_11380,Jul23
PamPangea,París,Bali,11980,Boeing 737,True,33000.68304,1029,425741.31,Pam_PaBa_10737,Jul23
TabarAir,Los Angeles,Nueva York,3944,Airbus A320,False,10394.412,305,155219.86,Tab_LoNu_11320,Jul23
TabarAir,Cincinnati,Nueva York,911,Airbus A380,False,10531.16,80,58057.28,Tab_CiNu_11380,Jul23
TabarAir,Los Angeles,Roma,10077,Airbus A380,False,119984.8236,691,632266.26,Tab_LoRo_11380,Jul23
FlyQ,Roma,Ginebra,698,Boeing 747,False,7663.9004,66,41158.05,Fly_RoGi_10747,Jul23
PamPangea,Londres,Melbourne,16900,Airbus A380,True,203178.56,1326,1023910.2,Pam_LoMe_11380,Jul23
FlyQ,Nueva York,Ginebra,6206,Airbus A380,False,78198.0824,433,375465.72,Fly_NuGi_11380,Jul23
TabarAir,Ginebra,Londres,739,Airbus A380,False,9055.4104,69,47723.07,Tab_GiLo_11380,Jul23
TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,105771.3982,626,526150.79,Tab_GiLo_10747,Jul23
PamPangea,París,Londres,344,Airbus A380,False,4056.1728,42,21578.16,Pam_PaLo_11380,Jul23
PamPangea,Melbourne,Londres,16900,Boeing 747,True,189233.7616,1326,1006877.01,Pam_MeLo_10747,Jul23
MoldaviAir,Cádiz,Cincinnati,6624,Boeing 747,False,76966.9056,461,397052.56,Mol_CaCi_10747,Jul23
Airnar,Bali,París,11980,Boeing 737,True,33303.44160000001,1029,423912.29,Air_BaPa_10737,Jul23
Airnar,Bali,Cincinnati,15011,Boeing 737,True,40591.30514400001,1340,539308.19,Air_BaCi_10737,Jul23
MoldaviAir,París,Londres,344,Airbus A320,False,923.8808,44,13323.57,Mol_PaLo_11320,Jul23
MoldaviAir,Bali,Londres,12553,Boeing 737,True,34261.856928,1153,445072.03,Mol_BaLo_10737,Jul23
Airnar,Bali,Cádiz,12798,Boeing 737,True,33636.829824,1171,458651.6,Air_BaCa_10737,Jul23
FlyQ,Nueva York,Roma,6877,Boeing 737,False,18047.9988,542,246551.62,Fly_NuRo_10737,Jul23
TabarAir,Nueva York,Roma,6877,Airbus A380,False,79498.12000000001,478,452119.75,Tab_NuRo_11380,Jul23
PamPangea,Ginebra,París,411,Airbus A380,False,5131.2528,47,27132.37,Pam_GiPa_11380,Jul23
FlyQ,Cincinnati,Bali,15011,Boeing 747,True,179731.386432,1200,900348.82,Fly_CiBa_10747,Jul23
TabarAir,Cincinnati,Los Angeles,3073,Boeing 747,False,36033.998,224,185470.18,Tab_CiLo_10747,Jul23
TabarAir,Los Angeles,Nueva York,3944,Boeing 747,False,43304.3312,282,238713.77,Tab_LoNu_10747,Jul23
Airnar,Ginebra,Bali,12383,Airbus A380,False,143147.48,845,784749.48,Air_GiBa_11380,Jul23
Airnar,Los Angeles,Bali,12845,Airbus A380,False,155912.61,876,803583.74,Air_LoBa_11380,Jul23
FlyQ,Cincinnati,Roma,7480,Boeing 747,False,82926.27200000001,518,457003.19,Fly_CiRo_10747,Jul23
Airnar,Cádiz,Los Angeles,9373,Airbus A380,False,112685.9552,644,567713.25,Air_CaLo_11380,Jul23
PamPangea,Melbourne,París,16925,Boeing 747,True,193266.4396,1328,998745.23,Pam_MePa_10747,Jul23
PamPangea,París,Ginebra,411,Airbus A380,False,5036.2296,47,25739.92,Pam_PaGi_11380,Jul23
Airnar,París,Cincinnati,6370,Airbus A320,True,18291.0728,581,251167.72,Air_PaCi_11320,Jul23
TabarAir,Cincinnati,Ginebra,6969,Boeing 747,False,77261.12160000001,484,408572.75,Tab_CiGi_10747,Jul23
TabarAir,Los Angeles,Nueva York,3944,Boeing 737,False,10350.6336,319,142615.74,Tab_LoNu_10737,Jul23
PamPangea,Londres,Bali,12553,Airbus A380,False,148014.9336,856,795782.99,Pam_LoBa_11380,Jul23
Airnar,Bali,París,11980,Airbus A380,False,144028.352,818,750293.67,Air_BaPa_11380,Jul23
FlyQ,Ginebra,Cincinnati,6969,Boeing 737,False,17442.7101,549,246593.24,Fly_GiCi_10737,Jul23
Airnar,Cádiz,Ginebra,1725,Airbus A380,False,20938.05,135,104191.31,Air_CaGi_11380,Jul23
MoldaviAir,Bali,Londres,12553,Boeing 747,False,144520.1784,856,712527.91,Mol_BaLo_10747,Jul23
PamPangea,Bali,Nueva York,16589,Boeing 737,True,45277.61846400001,1459,602596.55,Pam_BaNu_10737,Jul23
MoldaviAir,Melbourne,Bali,2779,Boeing 737,False,7225.677900000001,231,95566.47,Mol_MeBa_10737,Jul23
FlyQ,Cincinnati,Nueva York,911,Airbus A320,False,2446.6727,86,35053.85,Fly_CiNu_11320,Jul23
Airnar,Los Angeles,Ginebra,9103,Airbus A380,False,114701.4412,626,568255.84,Air_LoGi_11380,Jul23
MoldaviAir,Melbourne,Cádiz,20029,Boeing 737,True,51123.461688,1721,682303.69,Mol_MeCa_10737,Jul23
TabarAir,Roma,Ginebra,698,Airbus A320,False,1751.98,70,26208.98,Tab_RoGi_11320,Jul23
Airnar,París,Cádiz,1447,Airbus A380,False,17898.2324,116,88872.38,Air_PaCa_11380,Jul23
TabarAir,Ginebra,Londres,739,Boeing 747,False,7877.74,69,42857.86,Tab_GiLo_10747,Jul23
FlyQ,Bali,Barcelona,13058,Airbus A380,True,164837.92416,1070,845633.98,Fly_BaBa_11380,Jul23
PamPangea,Londres,Melbourne,16900,Airbus A380,True,205210.3456,1326,1053875.55,Pam_LoMe_11380,Jul23
TabarAir,Nueva York,Ginebra,6206,Boeing 737,False,15080.58,491,229657.52,Tab_NuGi_10737,Jul23
MoldaviAir,Londres,París,344,Boeing 737,False,852.6384,46,12413.12,Mol_LoPa_10737,Jul23
TabarAir,Los Angeles,Nueva York,3944,Boeing 747,False,45406.4832,282,232287.09,Tab_LoNu_10747,Jul23
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,221464.6304,1326,1063643.28,Mol_MeLo_11380,Jul23
TabarAir,Nueva York,Ginebra,6206,Airbus A380,False,76045.8416,433,379652.48,Tab_NuGi_11380,Jul23
MoldaviAir,Cincinnati,Bali,15011,Boeing 737,True,38694.515184,1340,514772.98,Mol_CiBa_10737,Jul23
PamPangea,Melbourne,Nueva York,16082,Airbus A380,True,203011.44864,1272,1046144.16,Pam_MeNu_11380,Jul23
PamPangea,París,Bali,11980,Boeing 747,False,140477.48,818,695218.95,Pam_PaBa_10747,Jul23
TabarAir,Nueva York,Londres,5566,Boeing 737,False,13660.6338,442,189942.59,Tab_NuLo_10737,Jul23
TabarAir,Roma,Nueva York,6877,Airbus A380,False,80293.1012,478,443641.54,Tab_RoNu_11380,Jul23
Airnar,Ginebra,Los Angeles,9103,Airbus A320,True,25425.844184,779,369741.16,Air_GiLo_11320,Jul23
MoldaviAir,París,Melbourne,16925,Airbus A380,True,203479.12,1328,1072656.95,Mol_PaMe_11380,Jul23
MoldaviAir,Bali,Melbourne,2779,Boeing 737,False,7360.737300000001,231,95936.88,Mol_BaMe_10737,Jul23
Airnar,Cincinnati,Bali,15011,Boeing 737,True,37935.7992,1340,531157.39,Air_CiBa_10737,Jul23
FlyQ,Barcelona,Bali,13058,Boeing 747,True,159242.83232,1070,773227.98,Fly_BaBa_10747,Jul23
Airnar,París,Cincinnati,6370,Airbus A380,False,73637.2,444,390653.93,Air_PaCi_11380,Jul23
Airnar,Ginebra,Bali,12383,Airbus A380,False,150304.854,845,774968.49,Air_GiBa_11380,Jul23
Airnar,Cincinnati,Cádiz,6624,Boeing 737,False,17384.0256,523,225229.33,Air_CiCa_10737,Jul23
FlyQ,Barcelona,Bali,13058,Airbus A380,True,171117.464128,1070,795136.43,Fly_BaBa_11380,Jul23
FlyQ,Bali,Roma,12738,Boeing 737,True,32835.303072,1167,432084.35,Fly_BaRo_10737,Jul23
Airnar,Ginebra,Cádiz,1725,Boeing 737,False,4275.585,151,59240.55,Air_GiCa_10737,Jul23
MoldaviAir,Cincinnati,París,6370,Airbus A380,False,73637.2,444,412082.82,Mol_CiPa_11380,Jul23
Airnar,Los Angeles,París,9099,Boeing 747,False,96995.34,626,560433.83,Air_LoPa_10747,Jul23
MoldaviAir,París,Melbourne,16925,Boeing 747,True,195142.8128,1328,1026163.72,Mol_PaMe_10747,Jul23
MoldaviAir,Cádiz,París,1447,Airbus A380,False,17730.9592,116,93581.95,Mol_CaPa_11380,Jul23
FlyQ,Barcelona,Nueva York,6170,Airbus A320,True,16911.4764,567,245586.23,Fly_BaNu_11320,Jul23
PamPangea,Ginebra,París,411,Boeing 747,False,4687.948200000001,47,25233.05,Pam_GiPa_10747,Jul23
PamPangea,Melbourne,Ginebra,16674,Airbus A380,True,218503.032384,1311,1081369.98,Pam_MeGi_11380,Jul23
TabarAir,Nueva York,Ginebra,6206,Airbus A380,False,71741.36,433,408792.61,Tab_NuGi_11380,Jul23
TabarAir,Roma,Cincinnati,7480,Airbus A380,False,91656.928,518,462132.88,Tab_RoCi_11380,Jul23
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,207242.1312,1326,1035382.61,Mol_MeLo_11380,Jul23
TabarAir,Nueva York,Los Angeles,3944,Boeing 737,False,10063.116,319,136929.77,Tab_NuLo_10737,Jul23
MoldaviAir,Londres,Bali,12553,Boeing 737,True,32675.659848,1153,464493.84,Mol_LoBa_10737,Jul23
FlyQ,Ginebra,Roma,698,Boeing 747,False,8184.748000000001,66,42824.94,Fly_GiRo_10747,Jul23
FlyQ,Nueva York,Bali,16589,Airbus A380,True,205422.781408,1305,1071750.83,Fly_NuBa_11380,Jul23
PamPangea,Londres,Bali,12553,Boeing 747,False,144520.1784,856,713482.82,Pam_LoBa_10747,Jul23
TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,97037.98,626,522523.33,Tab_GiLo_10747,Jul23
Airnar,Cádiz,París,1447,Airbus A380,False,18232.7788,116,92802.75,Air_CaPa_11380,Jul23
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,74289.54000000001,484,424096.72,Air_GiCi_10747,Jul23
PamPangea,Londres,Melbourne,16900,Boeing 747,True,194854.5664,1326,1008291.74,Pam_LoMe_10747,Jul23
TabarAir,Londres,Los Angeles,8785,Boeing 747,False,94584.581,605,534688.43,Tab_LoLo_10747,Jul23
TabarAir,Roma,Nueva York,6877,Boeing 747,False,75508.0846,478,398236.35,Tab_RoNu_10747,Jul23
FlyQ,Nueva York,Roma,6877,Boeing 747,False,80639.70200000002,478,423297.4,Fly_NuRo_10747,Jul23
PamPangea,Nueva York,Melbourne,16082,Airbus A380,True,193344.2368,1272,966116.15,Pam_NuMe_11380,Jul23
PamPangea,Bali,Ginebra,12383,Airbus A380,False,144578.9548,845,751393.48,Pam_BaGi_11380,Jul23
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,221464.6304,1326,1087235.02,Mol_MeLo_11380,Jul23
MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,True,226490.495712,1535,1228294.98,Mol_MeCa_10747,Jul23
PamPangea,Nueva York,Ginebra,6206,Airbus A320,True,17496.153792,569,253203.47,Pam_NuGi_11320,Jul23
MoldaviAir,Londres,París,344,Airbus A380,False,4294.771200000001,42,21498.27,Mol_LoPa_11380,Jul23
PamPangea,París,Nueva York,5835,Boeing 737,False,14888.0025,463,216222.5,Pam_PaNu_10737,Jul23
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,43563.87360000001,1483,589479.2,Mol_MeLo_10737,Jul23
