iter	MultiClass
624	0.5113601529
625	0.5112465206
626	0.5109937189
627	0.5106530994
628	0.5104854964
629	0.5101717617
630	0.5100482449
631	0.5098272459
632	0.5096937974
633	0.5095318065
634	0.5092886268
635	0.5090621609
636	0.5089246153
637	0.5088025509
638	0.5085409518
639	0.5083287914
640	0.5081750136
641	0.5079147553
642	0.5078675155
643	0.5077310662
644	0.507584717
645	0.50745115
646	0.5072169025
647	0.5071709146
648	0.5069631152
649	0.5068038778
650	0.5067463111
651	0.5065645201
652	0.5063841029
653	0.5061404081
654	0.5058609252
655	0.505727914
656	0.505590348
657	0.505278673
658	0.5050894399
659	0.5049107153
660	0.5047480363
661	0.5045901646
662	0.5045202888
663	0.504357442
664	0.5042479198
665	0.5040681737
666	0.5039348497
667	0.5037162441
668	0.5034093331
669	0.5033079684
670	0.5031753571
671	0.5031415807
672	0.5030220565
673	0.5028014375
674	0.5027062042
675	0.5026223943
676	0.5023387935
677	0.5022540323
678	0.5019567736
679	0.501712949
680	0.5014326238
681	0.5013279064
682	0.5012536998
683	0.5009091968
684	0.5006887405
685	0.5005206161
686	0.5003266143
687	0.5002240897
688	0.5000388662
689	0.4998470264
690	0.4996879339
691	0.499586285
692	0.4993472826
693	0.4990956356
694	0.4989115827
695	0.498858282
696	0.4986065023
697	0.4984677969
698	0.4983901181
699	0.4982529325
700	0.4981779353
701	0.4980500037
702	0.4980182807
703	0.4979513272
704	0.4978480623
705	0.4977103504
706	0.4975258808
707	0.4974193048
708	0.4971913915
709	0.497067095
710	0.4968989796
711	0.4967961634
712	0.4966749012
713	0.4966189613
714	0.4965504263
715	0.4963550567
716	0.4960736729
717	0.4959769743
718	0.4956433038
719	0.4953738719
720	0.4952525359
721	0.4949305983
722	0.4948636816
723	0.4947660008
724	0.4946405552
725	0.4943911815
726	0.4942426353
727	0.4941302005
728	0.4939629051
729	0.4938952916
730	0.4937901231
731	0.4937611166
732	0.4936011577
733	0.4933764383
734	0.4931897712
735	0.4929232551
736	0.4928947796
737	0.492744294
738	0.492626837
739	0.4925268034
740	0.4924053199
741	0.4922708658
742	0.4920384041
743	0.4918708605
744	0.4918273558
745	0.491613131
746	0.4915176799
747	0.4912903009
748	0.4912192184
749	0.4908986995
750	0.4907818727
751	0.4906187559
752	0.4905068618
753	0.4903114557
754	0.4900713357
755	0.4899215348
756	0.4898595833
757	0.4896620882
758	0.4894554042
759	0.4893109327
760	0.4891363517
761	0.4889714412
762	0.4888015994
763	0.4886012191
764	0.4884065417
765	0.4883244842
766	0.4881377764
767	0.4879796792
768	0.4878608576
769	0.487815001
770	0.4875897836
771	0.4875367256
772	0.4874367262
773	0.4873646961
774	0.4871465745
775	0.4869304481
776	0.4868725286
777	0.486746506
778	0.4865727597
779	0.4864838514
780	0.4862697635
781	0.4860864902
782	0.4859658398
783	0.4859247927
784	0.4857819144
785	0.4856143242
786	0.4853113953
787	0.4850687655
788	0.4849766239
789	0.4849380151
790	0.4848282288
791	0.4847120329
792	0.4844765063
793	0.4843869022
794	0.4842187112
795	0.4841194823
796	0.4839906618
797	0.4838219312
798	0.4837545082
799	0.4835390029
800	0.4833549056
801	0.483215654
802	0.4830506768
803	0.4829630711
804	0.4828672053
805	0.4825791407
806	0.4824579662
807	0.4823391372
808	0.4822520928
809	0.4820646247
810	0.4819093012
811	0.4818358659
812	0.4817575699
813	0.4816637548
814	0.4814815842
815	0.4814138127
816	0.4813286629
817	0.4812482588
818	0.4812022277
819	0.4811128497
820	0.4810156625
821	0.4809390644
822	0.4808153172
823	0.4805164154
824	0.4804380821
825	0.4803596667
826	0.4802830806
827	0.4800606772
828	0.4800044299
829	0.4799247816
830	0.4797814282
831	0.4795885476
832	0.4794896142
833	0.4793896403
834	0.4791548459
835	0.4790774982
836	0.4788808632
837	0.4787266536
838	0.4786277096
839	0.4784398945
840	0.4783325824
841	0.4782674724
842	0.4782380602
843	0.4781590754
844	0.4780192227
845	0.477888958
846	0.4777177447
847	0.4775691292
848	0.4773497877
849	0.477207168
850	0.4771316008
851	0.4770554622
852	0.4769608484
853	0.4768468232
854	0.4766720024
855	0.4766364368
856	0.4765312946
857	0.4763169375
858	0.4761450624
859	0.4760573304
860	0.4759310706
861	0.4756863452
862	0.4755560487
863	0.4755023899
864	0.4754210226
865	0.475326417
866	0.4751860719
867	0.4749353504
868	0.4747773915
869	0.4745857124
870	0.4744772088
871	0.4742401156
872	0.4741246
873	0.4740479673
874	0.4739150694
875	0.473832479
876	0.4737710892
877	0.4737108997
878	0.4736567691
879	0.4735729434
880	0.4734206929
881	0.4733526659
882	0.4732955762
883	0.4732268362
884	0.4731662335
885	0.4731126879
886	0.4730092029
887	0.4728122567
888	0.4726521472
889	0.4725691121
890	0.4724470154
891	0.4722770542
892	0.4721661772
893	0.4720499844
894	0.4719135362
895	0.4716303517
896	0.4715002596
897	0.4714375965
898	0.4714069254
899	0.4713160954
900	0.4712492006
901	0.4712006872
902	0.4711260976
903	0.4709855458
904	0.4709105772
905	0.4708497468
906	0.470569721
907	0.4704102153
908	0.4703301799
909	0.4702338703
910	0.4701450097
911	0.4700970643
912	0.4699570297
913	0.4697451292
914	0.469629826
915	0.46935734
916	0.4691400672
917	0.4690173102
918	0.4689337833
919	0.4686913337
920	0.468567185
921	0.4684325313
922	0.4682775775
923	0.4681808162
924	0.4680571611
925	0.4678133039
926	0.4677499416
927	0.4675583194
928	0.4675208064
929	0.4674450256
930	0.4673528734
931	0.4672112858
932	0.4671142337
933	0.4670593772
934	0.4670213919
935	0.4669266519
936	0.4667358711
937	0.4666724596
938	0.4665988935
939	0.4665028336
940	0.4662020588
941	0.466074977
942	0.4659538719
943	0.465876637
944	0.4658196042
945	0.4657608497
946	0.4657315939
947	0.4656798764
948	0.4655840292
949	0.465427394
950	0.465338247
951	0.4652873408
952	0.4652062345
953	0.4651480234
954	0.4649486064
955	0.4649076013
956	0.4647758874
957	0.464666713
958	0.4644791628
959	0.4643527374
960	0.464242046
961	0.464096904
962	0.4639930789
963	0.4638702826
964	0.4637076413
965	0.463664923
966	0.4635970354
967	0.4634759705
968	0.4634203123
969	0.4632444851
970	0.4631490523
971	0.4630522775
972	0.4630285233
973	0.4628474364
974	0.4627729472
975	0.462693049
976	0.4625473339
977	0.4623826834
978	0.4622532746
979	0.4621451493
980	0.4620671794
981	0.4619912817
982	0.4618944517
983	0.4616929848
984	0.4616165204
985	0.4615719066
986	0.4614736444
987	0.4613628066
988	0.4611772991
989	0.4610611084
990	0.4609166789
991	0.4608572462
992	0.4606298342
993	0.4605797343
994	0.4604722861
995	0.4603728142
996	0.4602552916
997	0.4601603149
998	0.4600682166
999	0.4599999085
